itens.id,itens.codigoVenda,itens.codigoIten,itens.quantidade,itens.produto,itens.valorUnidade,itens.valorTotal,itens.dataRegistro,itens.status,itens.data_check_iten,itens.obs
1201,160906243514,130,1,Manta c/ Bico largo,69.5,69.5,2016-09-06 18:36:59,False,<NULL>, 
1202,160906243514,830,1,Manta bordada - anarruga ,61.7924233021,61.79,2016-09-06 18:37:05,False,<NULL>, 
1203,160906243514,270,1,Toalha fralda capuz,16.0971859022,16.1,2016-09-06 18:37:16,False,<NULL>, 
1204,160906243514,150,2,Toalha fralda s/ bico,13.3970127831,26.8,2016-09-06 18:37:25,False,<NULL>, 
1205,160906243514,3006,3,Roupão Felpuce ,36.3484842953,109.05,2016-09-06 18:37:47,False,<NULL>, 
1206,160906243514,310,6,Roupão de felpa ,33.7521639885,202.5,2016-09-06 18:38:05,False,<NULL>, 
1207,160906243514,160,1,Toalha fralda c/ bico,14.0201296568,14.02,2016-09-06 18:38:25,False,<NULL>, 
1208,160906243514,1000,6,Cobertor Flanela,15.5779218409,93.48,2016-09-06 18:38:40,False,<NULL>, 
1209,160906243514,240,1,Kit Pano de xixi 02 peças (malha),27.0017311908,27.0,2016-09-06 18:39:08,False,<NULL>, 
1210,160906243514,299,2,Kit Body c/colete e mijão ,25.9632030681,51.92,2016-09-06 18:39:18,False,<NULL>, 
1211,160906243514,5134,5,Jardineira com camiseta c/manga,33.1290471149,165.65,2016-09-06 18:39:45,False,<NULL>, 
1212,160906243514,650,5,Kit Pagão Baby 02 peças,20.7705624545,103.85,2016-09-06 18:40:13,False,<NULL>, 
1213,160906243514,3008,4,Kit Calcinha Camiseta e Sapatilha,28.974934624,115.88,2016-09-06 18:40:26,False,<NULL>, 
1214,160906243514,3007,2,"Kit Cueca, Camiseta, sapato tecido ",27.5209952522,55.04,2016-09-06 18:40:43,False,<NULL>, 
1215,160906243514,1090,8,Kit calcinha c/ bico,28.6633761872,229.28,2016-09-06 18:41:06,False,<NULL>, 
1216,160906243514,500,10,Kit Cheirinho c/ 03 peças,20.2512983931,202.5,2016-09-06 18:41:25,False,<NULL>, 
1217,160906243514,5118,4,Kit Cheirinho malha felpuce,16.6164499636,66.48,2016-09-06 18:41:42,False,<NULL>, 
1218,160906243514,350,3,Kit Cheirinho de malha c/ 03 peças,16.2010387145,48.6,2016-09-06 18:41:59,False,<NULL>, 
1219,160906243514,770,4,Kit calçinha malha c/ camiseta,15.5779218409,62.32,2016-09-06 18:42:17,False,<NULL>, 
1220,160906243514,930,4,Kit Cueca e Camiseta,16.5125971513,66.04,2016-09-06 18:42:27,False,<NULL>, 
1221,160906243514,1200,8,Kit Calcinha de Malha 3 peças,18.5896533968,148.72,2016-09-06 18:42:44,False,<NULL>, 
1222,160906243514,200,4,Pano de xixi individual,14.5393937181,58.16,2016-09-06 18:43:20,False,<NULL>, 
1223,160906243514,2236,4,Bory Ind. c/Barra de Tecido,17.1357140249,68.56,2016-09-06 18:43:40,False,<NULL>, 
1224,160906243514,940,5,Kit Cuecas c/ 03 peças,18.1742421477,90.85,2016-09-06 18:43:55,False,<NULL>, 
1225,160906243514,400,22,Kit camiseta 3 peças,23.8861468227,525.58,2016-09-06 18:44:34,False,<NULL>, 
1226,160906243514,90,40,Sapato c/ luva,9.2,368.0,2016-09-06 18:45:20,False,<NULL>, 
1227,160906243514,110,4,Kit Pagão completo ( conj. 03 peças e sapatinho ),35.5,142.0,2016-09-06 18:45:42,False,<NULL>, 
1228,160906243514,5139,4,vestidinho  c/manga tecido e mijão,31.0519908694,124.2,2016-09-06 18:46:21,False,<NULL>, 
1229,160906243514,3004,3,Sapatilha de tecido,13.9,41.7,2016-09-06 18:46:42,False,<NULL>, 
1230,160906243514,90,1,Sapato c/ luva,9.2,9.2,2016-09-06 18:46:58,False,<NULL>, 
1231,160906243514,2301,2,Bata com Sapatilha,39.256363039,78.52,2016-09-06 18:48:10,False,<NULL>, 
1232,160906243514,5144,3,Tapa fralda c/ Body,30.6517038163,91.95,2016-09-06 18:48:31,False,<NULL>, 
1233,160906243514,5143,3,Tapa fralda c/camiseta,27.6268646239,82.89,2016-09-06 18:48:50,False,<NULL>, 
1234,160906243514,3004,1,Sapatilha de tecido,13.9,13.9,2016-09-06 18:49:03,False,<NULL>, 
1235,160906243514,3002,3,"Kit c/ 4 peças (Toalha Fralda , camiseta, cheirinho, toalhinha)",44.5528564649,133.65,2016-09-06 18:49:53,False,<NULL>, 
1236,160906243514,200,1,Pano de xixi individual,14.5393937181,14.54,2016-09-06 18:50:42,False,<NULL>, 
1237,160906243514,120,1,"Kit Fralda, camiseta e cheirinho ",25.9632030681,25.96,2016-09-06 18:51:08,False,<NULL>, 
1242,160909414709,5143,4,Tapa fralda c/camiseta,27.6268646239,110.52,2016-09-09 09:58:08,False,<NULL>, 
1243,160909414709,310,5,Roupão de felpa,35.9,179.5,2016-09-09 09:58:31,False,<NULL>, 
1244,160909414709,910,2,Shortinho individual,6.9,13.8,2016-09-09 09:59:15,False,<NULL>, 
1245,160909414709,5117,2,Camiseta machão c/ short tec,23.0,46.0,2016-09-09 10:17:56,False,<NULL>, 
1246,160909414709,5149,3,Kit Shortinho e camiseta com manga,30.93,92.79,2016-09-09 10:18:23,False,<NULL>, 
1248,160909570617,5063,2,Toalha capuz de Felpa,20.7705624545,41.54,2016-09-09 17:09:48,False,<NULL>, 
1249,160909570617,270,4,Toalha fralda capuz,16.0971859022,64.4,2016-09-09 17:10:39,False,<NULL>, 
1250,160909570617,1110,2,Lençol de elástico c/ barra e fronha,41.541124909,83.08,2016-09-09 17:11:08,False,<NULL>, 
1251,160909570617,1000,2,Cobertor Flanela,15.5779218409,31.16,2016-09-09 17:11:24,False,<NULL>, 
1252,160909570617,1100,3,"Kit Vestido, Calcinha e Tiara",33.4,100.2,2016-09-09 17:11:50,False,<NULL>, 
1253,160909570617,1140,2,Blusa s/manga c/short,18.1742421477,36.34,2016-09-09 17:12:34,False,<NULL>, 
1254,160909570617,1200,6,Kit Calcinha de Malha 3 peças,18.5896533968,111.54,2016-09-09 17:12:58,False,<NULL>, 
1255,160909570617,2301,1,Bata com Sapatilha,39.256363039,39.26,2016-09-09 17:13:50,False,<NULL>, 
1256,160909570617,1170,2,Kit Bata c/ calcinha de malha,28.974934624,57.94,2016-09-09 17:14:04,False,<NULL>, 
1257,160909570617,700,3,Kit calcinha e camiseta,18.0703893354,54.21,2016-09-09 17:14:40,False,<NULL>, 
1258,160909570617,1120,4,Kit Body Mijao Sapato com luva,25.9632030681,103.84,2016-09-09 17:15:17,False,<NULL>, 
1259,160909570617,3008,1,Kit Calcinha Camiseta e Sapatilha,28.974934624,28.97,2016-09-09 17:15:35,False,<NULL>, 
1260,160909570617,3007,1,"Kit Cueca, Camiseta, sapato tecido ",27.5209952522,27.52,2016-09-09 17:16:00,False,<NULL>, 
1261,160909570617,5139,3,vestidinho  c/manga tecido e mijão,31.0519908694,93.15,2016-09-09 17:17:00,False,<NULL>, 
1262,160909570617,1090,1,Kit calcinha c/ bico,28.6633761872,28.66,2016-09-09 17:17:44,False,<NULL>, 
1263,160909570617,2236,6,Bory Ind. c/Barra de Tecido,17.1357140249,102.84,2016-09-09 17:18:12,False,<NULL>, 
1264,160909570617,1210,3,Camiseta manga longa c/ mijão,17.551125274,52.65,2016-09-09 17:18:38,False,<NULL>, 
1265,160909570617,299,4,Kit Body c/colete e mijão ,25.9632030681,103.84,2016-09-09 17:19:13,False,<NULL>, 
1266,160909570617,5122,2,Pijamas estampados,19.7320343318,39.46,2016-09-09 17:19:58,False,<NULL>, 
1267,160909570617,110,2,Kit Pagão completo ( conj. 03 peças e sapatinho ),35.5,71.0,2016-09-09 17:20:29,False,<NULL>, 
1268,160909570617,300,2,Kit Fralda c/ 03 peças,21.8090905772,43.62,2016-09-09 17:20:58,False,<NULL>, 
1269,160909570617,240,2,Kit Pano de xixi 02 peças (malha),27.0017311908,54.0,2016-09-09 17:21:22,False,<NULL>, 
1270,160909570617,170,2,Kit Pano de xixi 03 peças,43.6181811544,87.24,2016-09-09 17:21:39,False,<NULL>, 
1271,160909570617,350,2,Kit Cheirinho de malha c/ 03 peças,16.2010387145,32.4,2016-09-09 17:22:08,False,<NULL>, 
1272,160909570617,500,2,Kit Cheirinho c/ 03 peças,20.2512983931,40.5,2016-09-09 17:22:18,False,<NULL>, 
1273,160909570617,5134,3,Jardineira com camiseta c/manga,33.1290471149,99.39,2016-09-09 17:22:48,False,<NULL>, 
1274,160909570617,2010,8,Kit camiseta e short tecido,29.9,239.2,2016-09-09 17:24:00,False,<NULL>, 
1276,160909570617,5136,2,Kit Vestido com shortinho,23.9,47.8,2016-09-09 17:26:12,False,<NULL>, 
1277,160909570617,650,2,Kit Pagão Baby 02 peças,20.7705624545,41.54,2016-09-09 17:26:32,False,<NULL>, 
1278,160909570617,5143,2,Tapa fralda c/camiseta,27.6268646239,55.26,2016-09-09 17:27:11,False,<NULL>, 
1279,160909570617,2219,6,Shortinho de tecido,16.5,99.0,2016-09-09 17:51:04,False,<NULL>, 
1280,160909570617,910,30,Shortinho individual,6.9,207.0,2016-09-09 17:51:52,False,<NULL>, 
1281,160909570617,120,2,"Kit Fralda, camiseta e cheirinho ",25.9632030681,51.92,2016-09-09 17:52:26,False,<NULL>, 
1282,160909570617,930,3,Kit Cueca e Camiseta,16.5125971513,49.53,2016-09-09 17:52:54,False,<NULL>, 
1283,160909570617,5033,2,Body com mijão,20.7705624545,41.54,2016-09-09 17:53:21,False,<NULL>, 
1284,160909570617,5133,51,Camiseta individual,7.78896092043,397.29,2016-09-09 17:54:41,False,<NULL>, 
1286,160909570617,5147,2,Boné com sapato tecido,23.5,47.0,2016-09-09 17:57:54,False,<NULL>, 
1287,160926434910,770,15,Kit calçinha malha c/ camiseta,15.5779218409,233.7,2016-09-26 10:51:00,False,<NULL>, 
1288,160926434910,930,15,Kit Cueca e Camiseta,16.5125971513,247.65,2016-09-26 10:51:16,False,<NULL>, 
1289,160926434910,90,54,Sapato c/ luva,9.2,496.8,2016-09-26 10:52:10,False,<NULL>, 
1291,160927581709,5118,17,Kit Cheirinho malha felpuce,15.7856274654,268.43,2016-09-27 09:40:47,False,<NULL>, 
1293,160927581709,500,17,Kit Cheirinho c/ 03 peças,19.5,331.5,2016-09-27 09:42:53,False,<NULL>, 
1294,160927581709,1010,12,Calcinha com laço ,7.8928137327,94.68,2016-09-27 09:43:20,False,<NULL>, 
1295,160927581709,1200,6,Kit Calcinha de Malha 3 peças,17.6601707269,105.96,2016-09-27 09:43:37,False,<NULL>, 
1296,160927581709,700,18,Kit calcinha e camiseta,17.1668698686,309.06,2016-09-27 09:44:10,False,<NULL>, 
1297,160927581709,3008,18,Kit Calcinha Camiseta e Sapatilha,27.5261878928,495.54,2016-09-27 09:46:41,False,<NULL>, 
1298,160927581709,2000,40,Camiseta lisa,6.0,240.0,2016-09-27 09:47:26,False,<NULL>, 
1299,160927581709,400,20,Kit camiseta 3 peças,23.0,460.0,2016-09-27 09:48:45,False,<NULL>, 
1300,160927581709,930,8,Kit Cueca e Camiseta,15.9,127.2,2016-09-27 09:49:08,False,<NULL>, 
1301,160927581709,910,25,Shortinho individual,6.6,165.0,2016-09-27 09:49:28,False,<NULL>, 
1302,160927581709,90,90,Sapato c/ luva,8.9,801.0,2016-09-27 09:49:56,False,<NULL>, 
